TransactionId,PropertyType,County
{4AF42F66-3E93-4A48-A841-495893BB0DAC},T,NORTHAMPTONSHIRE
{71EA6E35-56BF-45D2-BB30-49589E08AE44},D,OXFORDSHIRE
{B3AAC831-0BB6-4C07-BB31-4958A587C450},T,NOTTINGHAMSHIRE
{E95433F1-DF26-49C7-8271-423A6F5BE9C3},S,KENT
{F715F8A7-E5A4-4C5E-A4F8-45CA19BDF2B4},D,DORSET
{EBF8EE55-9DE5-46B0-9BB0-3EAAE844867E},D,WEST MIDLANDS
{CC67C88D-46C9-420A-A7A6-3B19DCF75ACF},T,AVON
{73703391-F12A-4DB8-8CF8-3B19E088FFCA},F,DERBYSHIRE
{B841D6B5-CCAF-4057-8E29-3B19F86EC313},D,WEST MIDLANDS
{E545BD13-9B21-4357-80B4-3B19FA1A6B93},S,GREATER MANCHESTER
{986E81E4-C953-4F8B-B661-423ACC0F35B4},T,GREATER LONDON
{99FB3F25-E540-4BD9-BA2A-423AD583192E},T,DEVON
{169F4517-4BB3-4115-9008-423AE145705B},T,NORTH YORKSHIRE
{ACEF7EF4-B45D-4836-9E36-45CA61D78B3D},S,TORBAY
{0886B6D6-19F9-4BC1-906D-45CA7D07197E},T,HUMBERSIDE
{34CF0A50-CF9A-4B19-937E-45CA829444FE},D,HUMBERSIDE
{3E381AE8-FF4F-46B8-BC0C-45CA84934162},D,GLOUCESTERSHIRE
{9409CFAF-5ED0-48E8-9169-3EAAF86F89BC},S,SOUTH YORKSHIRE
{7DA6DB1B-C347-463C-A5CB-3EAAFDD12D62},T,WEST YORKSHIRE
{3B58543E-CE79-42A2-909B-3EAB07D460A2},D,CLWYD
{FC664B43-97E8-42BB-A5B8-3EAB0D0AD959},T,AVON
{EFDB85ED-684A-4BD5-BCAB-3EAB1725BA6D},S,SURREY
{DA50F7C0-9201-4837-9478-3EAB2BBE5D61},F,GREATER LONDON
{8AA45404-9075-4303-83C9-3EAB3433271C},T,LEICESTER
{566F462C-1590-4524-B1A3-3B1A117AF9A0},S,HAMPSHIRE
{010B893E-8AE5-4B06-BACB-3B1A248AF5EF},S,STAFFORDSHIRE
{2D5E106E-685D-4DD4-84A7-3B1A24982059},D,ESSEX
{7DBF46A5-CA6E-4777-A5CC-3B1A2E8C9D02},S,MID GLAMORGAN
{475C6BD2-189C-4882-99E8-3B1A3F002BC8},D,LANCASHIRE
{06A0AA37-B391-4493-8B04-3B1A44D8147D},T,GREATER MANCHESTER
{F321DABD-619A-4D09-B079-4958EF167F63},D,CLWYD
{2ACA543C-51E1-40E5-BAD5-423B1A113515},F,STAFFORDSHIRE
{FBE424B5-A11B-4B2A-B895-45CAA9829594},T,KENT
{2811520B-98FB-4233-A29B-45CAB18EBA2A},S,STAFFORDSHIRE
{A34E41B1-C545-4650-A0E4-45CABC074436},S,SUFFOLK
{CBB541C6-9281-4460-8872-45CAD6EACB1E},S,THAMESDOWN
{77387B08-D57C-4B4C-BBE2-3EAB712012E2},S,LANCASHIRE
{33A493C2-D809-4BDC-A28D-3B1A5841C9B4},D,NOTTINGHAMSHIRE
{1F15154F-2C82-4054-9268-3B1A7183EEFA},D,GLOUCESTERSHIRE
{34B58841-EF64-43F3-AFF6-423B408CD1B6},D,ESSEX
{AFEE5839-C1BC-428A-8E70-45CADF285D8D},T,SURREY
{13EFD03A-8E39-40DF-8500-45CAE73806D1},T,STOKE-ON-TRENT
{D63FB923-BFCF-4B2A-8EEA-45CAF61A1C13},S,SOUTH YORKSHIRE
{12A23607-C43E-4307-9392-45CB117C9783},D,GREATER LONDON
{CB439E42-B3DA-4DF4-879C-45CB12E6C79A},T,GREATER LONDON
{1A85B6DB-1693-4894-85D2-3EAB7CD5182D},T,EAST SUSSEX
{7FDF2F2B-E320-461C-AB08-3EAB8A50233A},T,GREATER LONDON
{F7760ACA-56A1-47BA-8409-3EABA661A9A4},D,KENT
{8C3915A0-34D4-4B72-B050-3EABAEB5AA6D},T,SUFFOLK
{51DB9FB3-F037-40D4-B33B-3B1A8DF83B59},S,NOTTINGHAMSHIRE
{7D8466DB-4C95-4935-AB7A-3B1A9600E22F},S,ESSEX
{89BA1DAD-35D3-477C-A108-3B1AC0AF3A5F},F,HERTFORDSHIRE
{733005A6-CE5D-4ED0-94BD-4959660AC840},S,CAMBRIDGESHIRE
{15F40380-5EA2-4A0C-9C17-495984628067},D,HUMBERSIDE
{88D5C10E-B43C-4BB8-BB57-49599F280D89},S,NOTTINGHAMSHIRE
{17B1CBA2-78C7-4713-A10B-423B6BED1FD5},T,PORTSMOUTH
{C06172BC-0A17-4108-AE2F-423B8C3A3E5F},T,CORNWALL
{98A48D77-D95E-40E9-840B-45CB1733774A},D,KENT
{C5894D2A-EEF2-4727-AA97-45CB1832DD76},D,ESSEX
{60198796-B405-4E57-9F33-45CB21EF010D},S,HAMPSHIRE
{43035F22-D674-4651-BBCB-3EABB5BFEFFE},F,WEST YORKSHIRE
{1D2C871E-6DDB-4FEE-8B11-3EABD8161028},S,TYNE AND WEAR
{EDFD91F4-5E6D-470A-AD03-3B1ACBBBE886},T,TYNE AND WEAR
{FB525862-2038-4846-B0B2-3B1ACF53952E},T,EAST SUSSEX
{3F0CA788-97A1-4D68-B976-3B1AE97143AB},T,NOTTINGHAMSHIRE
{D5D9349A-178B-4EAE-8D46-3B1AF3F4C643},T,GREATER MANCHESTER
{2F5BBD62-1EAA-42CA-A5E7-3B1AF44606FD},D,NORFOLK
{E65E056F-2E3F-43A3-96E5-4959A225A4D5},D,LEICESTERSHIRE
{4780404D-0F48-45BC-AF72-4959A2331DD4},S,DERBYSHIRE
{E9B3C487-BA1B-40E3-BE67-4959CAA0962A},T,GWYNEDD
{B7113F37-EADF-49CD-A81C-423BC2B796AD},D,TYNE AND WEAR
{746A2CCA-EAFE-415D-B811-423BCA99F4CC},T,GREATER LONDON
{08B9F8C7-1A99-4D0F-B153-45CB95010358},D,ESSEX
{99E6548E-9469-420E-9F20-3EABF3F4BDE8},T,TORFAEN
{C6A912EE-D6D4-41B2-8434-3B1B0FABE6DE},S,WEST MIDLANDS
{DC2F80E2-06C1-426C-AAF6-3B1B241450AB},T,AVON
{EF057320-1E04-425D-8D36-3B1B2995A541},S,DERBYSHIRE
{A9AFB0F9-F360-498E-B042-3B1B2E63822F},S,WEST MIDLANDS
{6911B184-453D-4C28-B9CC-3B1B303AB7B3},S,GREATER MANCHESTER
{7AF48422-C804-4369-8FD9-3B1B39CCB2F1},S,HAMPSHIRE
{57DBA2A0-38E7-40D5-8E0F-4959EE0BC8E9},D,WEST YORKSHIRE
{B8E93E01-7BF7-47D9-A729-83B69F81471F},S,MERSEYSIDE
{57618680-4F46-47DD-975F-83B6A8A5E69E},F,WEST YORKSHIRE
{3311B7F4-5D50-43BC-90A6-83B6B7D522C8},D,NOTTINGHAMSHIRE
{E45C1852-15FD-45D6-B720-91F5ECAA0EE5},F,GREATER LONDON
{E0990B14-E7E6-4424-9352-8E6436137892},F,SUFFOLK
{C0FDBF7D-3E3B-430E-BE6D-8E643D0F74A8},T,SOUTHAMPTON
{24BAB00E-8C3F-4646-81B0-8E645243065D},T,GREATER LONDON
{6E03726B-6A4B-41C0-BCD0-8E6459042D1C},S,EAST SUSSEX
{2AA15888-B6C8-4301-85CE-8E64611141A2},S,DURHAM
{1339FC6C-A5A1-4DEB-A7D2-83B6E067401E},F,HERTFORDSHIRE
{C39E1FCB-8FF2-4EB7-B7A5-83B6E6D44BB9},T,KENT
{91A8DD8D-3874-4532-9612-83B6EBB7F6B3},S,NOTTINGHAMSHIRE
